Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP010053	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010314	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010525	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009920	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010556	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010524	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010778	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011150	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011051	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011101	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011278	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010586	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012024	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011347	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011115	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011686	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011939	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011534	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011346	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012329	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011882	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012482	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012475	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011974	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013727	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013654	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP014166	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013950	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013984	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
	0.00	0.00	1
NZ_CP013727	14954	11	0.00	11	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013654	14954	29	0.00	29	1.00	0	0.00	0	0.00	0.00	1
NZ_CP014166	14954	24	0.00	23	0.96	1	0.00	0	0.00	0.00	2
NZ_CP013950	14954	18	0.00	18	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013984	14954	21	0.00	21	1.00	0	0.00	0	0.00	0.00	1
