Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP009697	1790	1503	0.84	29	0.02	1474	0.82	0	46.10	54.00	84
NZ_CP009700	1790	1502	0.84	34	0.02	1468	0.82	0	45.66	53.50	80
NZ_CP009686	1790	37	0.02	34	0.92	3	0.00	0	0.02	0.00	3
NZ_CP009641	1790	149	0.08	140	0.94	9	0.01	0	0.09	0.00	2
NZ_CP009692	1790	16	0.01	13	0.81	3	0.00	0	0.01	0.00	2
NZ_CP009968	1790	130	0.07	120	0.92	10	0.01	0	0.08	0.00	2
NZ_CP010088	1790	123	0.07	111	0.90	12	0.01	0	0.08	0.00	3
NZ_CP009981	1790	1790	1.00	0	0.00	1790	1.00	33	55.59	55.00	81
NZ_CP009902	1790	1258	0.70	78	0.06	1180	0.66	0	36.84	50.00	85
NZ_CP009746	1790	17	0.01	16	0.94	1	0.00	0	0.01	0.00	2
NZ_CP009941	1790	76	0.04	74	0.97	2	0.00	0	0.04	0.00	2
NZ_CP010005	1790	31	0.02	29	0.94	2	0.00	0	0.02	0.00	2
NZ_CP010089	1790	34	0.02	32	0.94	2	0.00	0	0.02	0.00	2
NZ_CP010106	1790	34	0.02	32	0.94	2	0.00	0	0.02	0.00	2
NZ_CP010322	1790	1690	0.94	14	0.01	1676	0.94	0	52.15	55.00	81
NZ_CP010792	1790	1790	1.00	0	0.00	1790	1.00	27	55.84	56.00	93
NZ_CP010852	1790	1676	0.94	15	0.01	1661	0.93	0	51.45	55.00	81
NZ_CP012519	1790	1695	0.95	16	0.01	1679	0.94	0	52.29	55.00	85
NZ_CP010577	1790	25	0.01	22	0.88	3	0.00	0	0.02	0.00	3
NZ_CP012099	1790	27	0.02	25	0.93	2	0.00	0	0.02	0.00	2
NZ_CP014179	1790	1766	0.99	8	0.00	1758	0.98	0	54.68	55.00	81
NZ_CP012483	1790	37	0.02	34	0.92	3	0.00	0	0.02	0.00	2
NZ_CP013274	1790	64	0.04	60	0.94	4	0.00	0	0.04	0.00	2
NZ_CP013055	1790	32	0.02	29	0.91	3	0.00	0	0.02	0.00	2
NZ_CP011349	1790	44	0.02	42	0.95	2	0.00	0	0.03	0.00	2
NZ_CP007512	1790	40	0.02	36	0.90	4	0.00	0	0.02	0.00	2
