Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP006742	14954	2124	0.14	1983	0.93	141	0.01	0	0.15	0.00	2
NZ_CP007607	14954	2119	0.14	1857	0.88	262	0.02	0	0.16	0.00	4
NZ_CP007618	14954	2071	0.14	1893	0.91	178	0.01	0	0.15	0.00	2
NZ_CP007626	14954	1877	0.13	1698	0.90	179	0.01	0	0.14	0.00	3
NZ_CP007666	14954	1949	0.13	1861	0.95	88	0.01	0	0.14	0.00	4
NZ_CP008846	14954	2116	0.14	2024	0.96	92	0.01	0	0.15	0.00	3
NZ_CP009300	14954	1911	0.13	1736	0.91	175	0.01	0	0.14	0.00	2
NZ_CP009315	14954	2181	0.15	2009	0.92	172	0.01	0	0.16	0.00	3
NZ_CP009318	14954	2134	0.14	1997	0.94	137	0.01	0	0.15	0.00	4
NZ_CP009325	14954	1933	0.13	1755	0.91	178	0.01	0	0.14	0.00	3
NZ_CP009328	14954	1994	0.13	1729	0.87	265	0.02	0	0.15	0.00	3
NZ_CP009331	14954	2350	0.16	2187	0.93	163	0.01	0	0.17	0.00	3
NZ_CP009335	14954	1887	0.13	1699	0.90	188	0.01	0	0.14	0.00	3
NZ_CP009341	14954	1854	0.12	1695	0.91	159	0.01	0	0.13	0.00	3
NZ_CP009351	14954	2271	0.15	2001	0.88	270	0.02	0	0.17	0.00	3
NZ_CP009369	14954	1894	0.13	1701	0.90	193	0.01	0	0.14	0.00	3
NZ_CP009464	14954	2242	0.15	2147	0.96	95	0.01	0	0.16	0.00	4
NZ_CP009476	14954	1740	0.12	1567	0.90	173	0.01	0	0.13	0.00	2
NZ_CP009541	14954	2127	0.14	1952	0.92	175	0.01	0	0.15	0.00	3
NZ_CP009544	14954	1821	0.12	1668	0.92	153	0.01	0	0.13	0.00	3
NZ_CP009590	14954	2246	0.15	2077	0.92	169	0.01	0	0.16	0.00	3
NZ_CP009596	14954	1998	0.13	1905	0.95	93	0.01	0	0.14	0.00	2
NZ_CP009598	14954	2001	0.13	1861	0.93	140	0.01	0	0.14	0.00	3
NZ_CP009600	14954	1877	0.13	1685	0.90	192	0.01	0	0.14	0.00	3
NZ_CP009605	14954	2036	0.14	1759	0.86	277	0.02	0	0.16	0.00	3
NZ_CP009628	14954	2033	0.14	1906	0.94	127	0.01	0	0.15	0.00	5
NZ_CP009641	14954	1756	0.12	1628	0.93	128	0.01	0	0.13	0.00	3
NZ_CP009651	14954	2261	0.15	2013	0.89	248	0.02	0	0.17	0.00	4
NZ_CP009686	14954	1995	0.13	1875	0.94	120	0.01	0	0.14	0.00	4
NZ_CP009692	14954	2069	0.14	1932	0.93	137	0.01	0	0.15	0.00	7
NZ_CP009697	14954	1829	0.12	1721	0.94	108	0.01	0	0.13	0.00	2
NZ_CP009720	14954	1934	0.13	1744	0.90	190	0.01	0	0.14	0.00	3
NZ_CP009700	14954	1653	0.11	1531	0.93	122	0.01	0	0.12	0.00	4
NZ_CP009746	14954	1611	0.11	1485	0.92	126	0.01	0	0.12	0.00	4
NZ_CP009941	14954	2322	0.16	2043	0.88	279	0.02	0	0.18	0.00	5
NZ_CP009902	14954	2344	0.16	2128	0.91	216	0.01	0	0.17	0.00	3
NZ_CP009968	14954	2398	0.16	2089	0.87	309	0.02	0	0.18	0.00	3
NZ_CP009981	14954	2103	0.14	1843	0.88	260	0.02	0	0.16	0.00	3
NZ_CP010005	14954	1821	0.12	1683	0.92	138	0.01	0	0.13	0.00	3
NZ_CP010088	14954	2454	0.16	2257	0.92	197	0.01	0	0.18	0.00	3
NZ_CP010089	14954	1972	0.13	1892	0.96	80	0.01	0	0.14	0.00	3
NZ_CP010106	14954	1946	0.13	1806	0.93	140	0.01	0	0.14	0.00	4
NZ_CP010322	14954	2114	0.14	2011	0.95	103	0.01	0	0.15	0.00	2
NZ_CP010577	14954	1938	0.13	1855	0.96	83	0.01	0	0.14	0.00	2
NZ_CP010792	14954	2265	0.15	2013	0.89	252	0.02	0	0.17	0.00	2
NZ_CP010852	14954	1987	0.13	1815	0.91	172	0.01	0	0.14	0.00	2
NZ_CP012483	14954	2098	0.14	1857	0.89	241	0.02	0	0.16	0.00	4
NZ_CP012099	14954	1892	0.13	1800	0.95	92	0.01	0	0.13	0.00	3
NZ_CP011349	14954	2224	0.15	2071	0.93	153	0.01	0	0.16	0.00	3
NZ_CP012519	14954	1760	0.12	1658	0.94	102	0.01	0	0.13	0.00	3
NZ_CP013055	14954	2200	0.15	2037	0.93	163	0.01	0	0.16	0.00	3
NZ_CP013274	14954	1594	0.11	1506	0.94	88	0.01	0	0.11	0.00	3
NZ_CP014179	14954	2025	0.14	1882	0.93	143	0.01	0	0.15	0.00	3
NZ_CP007512	14954	2420	0.16	2155	0.89	265	0.02	0	0.19	0.00	4
