Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP009541	1790	201	0.11	190	0.95	11	0.01	0	0.12	0.00	3
NZ_CP009544	1790	218	0.12	198	0.91	20	0.01	0	0.13	0.00	2
NZ_CP009590	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009596	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009598	1790	223	0.12	205	0.92	18	0.01	0	0.14	0.00	3
NZ_CP009600	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009605	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009628	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009641	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009651	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009686	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009692	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009697	1790	218	0.12	201	0.92	17	0.01	0	0.13	0.00	3
NZ_CP009720	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009700	1790	188	0.11	175	0.93	13	0.01	0	0.11	0.00	2
NZ_CP009746	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009941	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009902	1790	135	0.08	126	0.93	9	0.01	0	0.08	0.00	3
NZ_CP009968	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009981	1790	231	0.13	216	0.94	15	0.01	0	0.14	0.00	2
NZ_CP010005	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010088	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010089	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010106	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010322	1790	246	0.14	225	0.91	21	0.01	0	0.15	0.00	3
NZ_CP010577	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010792	1790	255	0.14	239	0.94	16	0.01	0	0.15	0.00	2
NZ_CP010852	1790	247	0.14	231	0.94	16	0.01	0	0.15	0.00	2
NZ_CP012483	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012099	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011349	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012519	1790	238	0.13	221	0.93	17	0.01	0	0.14	0.00	3
NZ_CP013055	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013274	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP014179	1790	223	0.12	210	0.94	13	0.01	0	0.13	0.00	4
NZ_CP007512	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
