Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP012483	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP011349	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012519	1790	700	0.39	521	0.74	179	0.10	0	0.51	0.00	4
NZ_CP013055	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013274	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP014179	1790	793	0.44	593	0.75	200	0.11	0	0.57	0.00	4
NZ_CP007512	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
11	0.74	1748	0.12	0	0.60	0.00	8
NZ_CP010322	14954	6380	0.43	4779	0.75	1601	0.11	0	0.56	0.00	6
NZ_CP010577	14954	6400	0.43	4673	0.73	1727	0.12	0	0.57	0.00	11
NZ_CP010792	14954	6488	0.43	4829	0.74	1659	0.11	0	0.59	0.00	7
NZ_CP010852	14954	6836	0.46	5190	0.76	1646	0.11	0	0.61	0.00	12
NZ_CP012099	14954	6556	0.44	4691	0.72	1865	0.12	0	0.61	0.00	8
NZ_CP012483	14954	6650	0.44	4749	0.71	1901	0.13	0	0.61	0.00	8
NZ_CP011349	14954	6385	0.43	4559	0.71	1826	0.12	0	0.58	0.00	7
NZ_CP012519	14954	6466	0.43	4863	0.75	1603	0.11	0	0.56	0.00	5
NZ_CP013055	14954	6633	0.44	4807	0.72	1826	0.12	0	0.60	0.00	8
NZ_CP013274	14954	6599	0.44	4882	0.74	1717	0.11	0	0.59	0.00	9
NZ_CP014179	14954	6290	0.42	4478	0.71	1812	0.12	0	0.57	0.00	5
NZ_CP007512	14954	5876	0.39	4192	0.71	1684	0.11	0	0.55	0.00	13
