Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NC_022873	14954	3679	0.25	3110	0.85	569	0.04	0	0.29	0.00	5
NZ_CP004870	14954	4168	0.28	3501	0.84	667	0.04	0	0.33	0.00	8
NZ_CP006742	14954	3694	0.25	3283	0.89	411	0.03	0	0.28	0.00	4
NZ_CP007607	14954	3184	0.21	2782	0.87	402	0.03	0	0.25	0.00	10
NZ_CP007618	14954	4060	0.27	3419	0.84	641	0.04	0	0.32	0.00	3
NZ_CP007626	14954	3935	0.26	3438	0.87	497	0.03	0	0.30	0.00	5
NZ_CP007666	14954	3787	0.25	3417	0.90	370	0.02	0	0.28	0.00	4
NZ_CP008846	14954	4234	0.28	3575	0.84	659	0.04	0	0.34	0.00	4
NZ_CP009300	14954	4222	0.28	3717	0.88	505	0.03	0	0.32	0.00	6
NZ_CP009315	14954	3788	0.25	3255	0.86	533	0.04	0	0.29	0.00	4
NZ_CP009318	14954	3495	0.23	3114	0.89	381	0.03	0	0.27	0.00	9
NZ_CP009325	14954	3703	0.25	3312	0.89	391	0.03	0	0.27	0.00	3
NZ_CP009328	14954	3642	0.24	3072	0.84	570	0.04	0	0.29	0.00	4
NZ_CP009331	14954	3312	0.22	2734	0.83	578	0.04	0	0.27	0.00	4
NZ_CP009335	14954	3761	0.25	3226	0.86	535	0.04	0	0.29	0.00	4
NZ_CP009341	14954	3838	0.26	3276	0.85	562	0.04	0	0.30	0.00	6
NZ_CP009351	14954	4418	0.30	3688	0.83	730	0.05	0	0.35	0.00	4
NZ_CP009369	14954	3691	0.25	3256	0.88	435	0.03	0	0.28	0.00	5
NZ_CP009464	14954	3526	0.24	3036	0.86	490	0.03	0	0.27	0.00	5
NZ_CP009476	14954	3693	0.25	3224	0.87	469	0.03	0	0.28	0.00	3
NZ_CP009541	14954	3767	0.25	3196	0.85	571	0.04	0	0.29	0.00	4
NZ_CP009544	14954	4155	0.28	3536	0.85	619	0.04	0	0.33	0.00	5
NZ_CP009590	14954	3553	0.24	2956	0.83	597	0.04	0	0.28	0.00	4
NZ_CP009596	14954	4049	0.27	3508	0.87	541	0.04	0	0.31	0.00	4
NZ_CP009598	14954	3471	0.23	2967	0.85	504	0.03	0	0.27	0.00	4
NZ_CP009600	14954	3508	0.23	3029	0.86	479	0.03	0	0.27	0.00	6
NZ_CP009605	14954	3835	0.26	3001	0.78	834	0.06	0	0.32	0.00	6
NZ_CP009628	14954	3987	0.27	3267	0.82	720	0.05	0	0.32	0.00	7
NZ_CP009641	14954	4207	0.28	3521	0.84	686	0.05	0	0.34	0.00	7
NZ_CP009651	14954	3905	0.26	3318	0.85	587	0.04	0	0.31	0.00	5
NZ_CP009686	14954	3864	0.26	3218	0.83	646	0.04	0	0.31	0.00	5
NZ_CP009692	14954	3913	0.26	3294	0.84	619	0.04	0	0.31	0.00	8
NZ_CP009697	14954	3955	0.26	3423	0.87	532	0.04	0	0.31	0.00	5
NZ_CP009720	14954	3729	0.25	3338	0.90	391	0.03	0	0.28	0.00	5
NZ_CP009700	14954	4135	0.28	3537	0.86	598	0.04	0	0.32	0.00	4
NZ_CP009746	14954	3757	0.25	3172	0.84	585	0.04	0	0.29	0.00	6
NZ_CP009941	14954	4123	0.28	3619	0.88	504	0.03	0	0.32	0.00	4
NZ_CP009902	14954	3688	0.25	3081	0.84	607	0.04	0	0.30	0.00	5
NZ_CP009968	14954	3638	0.24	3156	0.87	482	0.03	0	0.28	0.00	3
NZ_CP009981	14954	4036	0.27	3343	0.83	693	0.05	0	0.32	0.00	5
NZ_CP010005	14954	3809	0.25	3097	0.81	712	0.05	0	0.32	0.00	5
NZ_CP010088	14954	3876	0.26	3300	0.85	576	0.04	0	0.31	0.00	5
NZ_CP010089	14954	3877	0.26	3291	0.85	586	0.04	0	0.30	0.00	5
NZ_CP010106	14954	3582	0.24	3052	0.85	530	0.04	0	0.28	0.00	5
NZ_CP010322	14954	3380	0.23	3018	0.89	362	0.02	0	0.25	0.00	3
NZ_CP010577	14954	3554	0.24	3135	0.88	419	0.03	0	0.27	0.00	5
NZ_CP010792	14954	3766	0.25	3230	0.86	536	0.04	0	0.29	0.00	5
NZ_CP010852	14954	3816	0.26	3089	0.81	727	0.05	0	0.32	0.00	5
NZ_CP012099	14954	3804	0.25	3271	0.86	533	0.04	0	0.30	0.00	5
NZ_CP012483	14954	4245	0.28	3528	0.83	717	0.05	0	0.34	0.00	6
NZ_CP011349	14954	3795	0.25	3150	0.83	645	0.04	0	0.31	0.00	5
NZ_CP012519	14954	4026	0.27	3527	0.88	499	0.03	0	0.31	0.00	4
NZ_CP013055	14954	3754	0.25	3138	0.84	616	0.04	0	0.31	0.00	4
NZ_CP013274	14954	3453	0.23	2951	0.85	502	0.03	0	0.27	0.00	5
NZ_CP014179	14954	4108	0.27	3641	0.89	467	0.03	0	0.31	0.00	3
NZ_CP007512	14954	3670	0.25	3032	0.83	638	0.04	0	0.29	0.00	5
