Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP009335	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009341	1790	743	0.42	547	0.74	196	0.11	0	0.55	0.00	5
NZ_CP009351	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009369	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009464	1790	747	0.42	555	0.74	192	0.11	0	0.54	0.00	5
NZ_CP009476	1790	740	0.41	560	0.76	180	0.10	0	0.54	0.00	4
NZ_CP009541	1790	726	0.41	556	0.77	170	0.09	0	0.51	0.00	4
NZ_CP009544	1790	725	0.41	521	0.72	204	0.11	0	0.54	0.00	4
NZ_CP009590	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009596	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009598	1790	691	0.39	523	0.76	168	0.09	0	0.50	0.00	4
NZ_CP009600	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009605	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009628	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009641	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009651	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009686	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009692	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009697	1790	591	0.33	447	0.76	144	0.08	0	0.43	0.00	5
NZ_CP009720	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009700	1790	629	0.35	459	0.73	170	0.09	0	0.47	0.00	4
NZ_CP009746	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009941	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009902	1790	526	0.29	383	0.73	143	0.08	0	0.39	0.00	4
NZ_CP009968	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009981	1790	774	0.43	598	0.77	176	0.10	0	0.55	0.00	5
NZ_CP010005	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010088	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010089	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010106	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010322	1790	730	0.41	550	0.75	180	0.10	0	0.53	0.00	4
NZ_CP010577	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP010792	1790	787	0.44	599	0.76	188	0.11	0	0.57	0.00	4
NZ_CP010852	1790	721	0.40	553	0.77	168	0.09	0	0.52	0.00	5
NZ_CP012099	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP012483	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP011349	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012519	1790	700	0.39	521	0.74	179	0.10	0	0.51	0.00	4
NZ_CP013055	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP013274	1790	1	0.00	1	1.00	0	0.00	0	0.00	0.00	1
NZ_CP014179	1790	793	0.44	593	0.75	200	0.11	0	0.57	0.00	4
NZ_CP007512	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
