Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP009600	1790	38	0.02	38	1.00	0	0.00	0	0.02	0.00	1
NZ_CP009605	1790	42	0.02	42	1.00	0	0.00	0	0.02	0.00	1
NZ_CP009628	1790	25	0.01	24	0.96	1	0.00	0	0.01	0.00	2
NZ_CP009641	1790	44	0.02	43	0.98	1	0.00	0	0.03	0.00	2
NZ_CP009651	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP009692	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009697	1790	1485	0.83	10	0.01	1475	0.82	0	11.49	13.00	33
NZ_CP009686	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009700	1790	1479	0.83	11	0.01	1468	0.82	0	11.16	12.00	28
NZ_CP009720	1790	47	0.03	47	1.00	0	0.00	0	0.03	0.00	1
NZ_CP009746	1790	4	0.00	4	1.00	0	0.00	0	0.00	0.00	1
NZ_CP009902	1790	1190	0.66	19	0.02	1171	0.65	0	9.05	11.00	29
NZ_CP009941	1790	19	0.01	19	1.00	0	0.00	0	0.01	0.00	1
NZ_CP009968	1790	37	0.02	35	0.95	2	0.00	0	0.02	0.00	2
NZ_CP009981	1790	1790	1.00	0	0.00	1790	1.00	4	14.00	14.00	26
NZ_CP010088	1790	42	0.02	42	1.00	0	0.00	0	0.02	0.00	1
NZ_CP010005	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP010089	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010106	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010322	1790	1680	0.94	6	0.00	1674	0.94	0	12.81	13.00	28
NZ_CP010792	1790	1790	1.00	0	0.00	1790	1.00	4	13.65	14.00	28
NZ_CP010852	1790	1663	0.93	2	0.00	1661	0.93	0	12.78	13.00	26
NZ_CP010577	1790	9	0.01	9	1.00	0	0.00	0	0.01	0.00	1
NZ_CP012099	1790	8	0.00	7	0.88	1	0.00	0	0.01	0.00	2
NZ_CP012519	1790	1681	0.94	4	0.00	1677	0.94	0	13.03	13.00	27
NZ_CP012483	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013274	1790	14	0.01	14	1.00	0	0.00	0	0.01	0.00	1
NZ_CP013055	1790	7	0.00	7	1.00	0	0.00	0	0.00	0.00	1
NZ_CP014179	1790	1757	0.98	0	0.00	1757	0.98	0	13.55	14.00	30
NZ_CP011349	1790	6	0.00	5	0.83	1	0.00	0	0.00	0.00	2
NZ_CP007512	1790	8	0.00	8	1.00	0	0.00	0	0.00	0.00	1
00	2	14.97	14.00	177
NZ_CP010106	14954	14954	1.00	0	0.00	14954	1.00	4	14.86	14.00	221
NZ_CP010322	14954	14954	1.00	0	0.00	14954	1.00	2	14.33	14.00	141
NZ_CP010792	14954	14954	1.00	5	0.00	14949	1.00	1	15.01	14.00	154
NZ_CP010852	14954	14954	1.00	0	0.00	14954	1.00	2	14.43	14.00	152
NZ_CP010577	14954	14954	1.00	0	0.00	14954	1.00	4	15.39	14.00	207
NZ_CP012099	14954	14954	1.00	0	0.00	14954	1.00	2	14.99	14.00	272
NZ_CP012519	14954	14954	1.00	0	0.00	14954	1.00	3	14.64	14.00	160
NZ_CP012483	14954	14954	1.00	0	0.00	14954	1.00	4	14.74	14.00	146
NZ_CP013274	14954	14954	1.00	0	0.00	14954	1.00	3	14.83	14.00	176
NZ_CP013055	14954	14954	1.00	0	0.00	14954	1.00	2	14.92	14.00	178
NZ_CP014179	14954	14954	1.00	0	0.00	14954	1.00	3	14.71	14.00	165
NZ_CP011349	14954	14954	1.00	3	0.00	14951	1.00	1	14.86	14.00	161
NZ_CP007512	14954	14954	1.00	0	0.00	14954	1.00	2	14.67	14.00	180
