Sample	Total Queried Kmers	Hits	Percent	Singleton Hits	Singleton Percent	Hits (excluding singletons)	Percent(excluding singletons)	Min Count	Mean Count	Median Count	Max Count
NZ_CP010322	1790	1573	0.88	311	0.20	1262	0.71	0	2.57	2.00	10
NZ_CP010577	1790	2	0.00	2	1.00	0	0.00	0	0.00	0.00	1
NZ_CP010792	1790	1693	0.95	293	0.17	1400	0.78	0	2.90	3.00	10
NZ_CP010852	1790	1563	0.87	302	0.19	1261	0.70	0	2.60	2.00	9
NZ_CP012099	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP012519	1790	1568	0.88	292	0.19	1276	0.71	0	2.54	2.00	10
NZ_CP012483	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
NZ_CP011349	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013055	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP013274	1790	3	0.00	3	1.00	0	0.00	0	0.00	0.00	1
NZ_CP014179	1790	1655	0.92	355	0.21	1300	0.73	0	2.67	2.00	9
NZ_CP007512	1790	0	0.00	0	0.00	0	0.00	0	0.00	0.00	0
